"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"R_vAByL0RW8yof6uZ","S3OK Wave 5 (Spring 2024)",1709258451,1709260589,58,0,NA,0,1,NA,73508,3,3,0,54,2,4,5,5,4,3,5,3,4,1,3,2,6,5,7,5,5,5,4,4,3,0,1,1,1,0,0,4,4,4,3,4,3,5,4,5,4,0,1,1,1,4,4,4,4,4,0,4,5,3,0,0,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,2,3,"Weather to me is just generally a little confusing",0,0,0,0,0,NA,3,27,NA,NA,NA,NA,"I don't understand fully how weather forecasts work",4,1,6,8,1,2,1,1,3,2,2,1,3,1,2,4,2,2,1,2,2,2,3,NA,NA,3,4,0,2,1,2,5,"15",60,10,10,2,2,2,NA,6,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"SSWNM2646","S3OK Wave 5 (Spring 2024)",1709259453,1709261302,62,0,NA,0,1,NA,73505,2,1,0,62,2,1,2,1,1,1,2,1,2,3,4,7,6,1,5,2,2,3,2,2,2,0,0,1,0,0,0,3,3,3,3,3,3,2,2,2,3,0,0,0,1,3,3,3,3,2,0,3,3,2,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,0,0,NA,"word",2,2,4,3,"The print is too small on the legend. The information as a whole is too vague.",0,0,0,0,0,NA,5,77,0,NA,10,"It is nice info to have,but it does not directly impact my life. ",NA,3,1,6,4,0,3,3,3,3,3,3,3,3,3,1,2,1,1,1,4,4,3,2,NA,1,NA,6,0,2,1,3,50,"20",30,0,0,4,2,1,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_2SfCZ4e6OI0nKtZ","S3OK Wave 5 (Spring 2024)",1709260151,1709261591,63,0,NA,0,1,NA,74114,12,2,0,62,1,4,5,4,4,4,4,5,4,3,6,5,7,2,1,3,3,4,3,3,3,0,1,1,1,0,1,3,3,3,3,3,3,4,3,5,3,0,0,1,1,3,3,4,3,4,0,4,3,2,0,1,4,3,1,3,0,1,0,0,1,0,0,0,0,"Travel and gardening",3,4,2,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,5,84,2,NA,NA,NA,"Not sure that I'd be willing to do it for 10 years. Would need to see proof that it's reliable.",4,0,6,3,0,4,2,3,3,4,3,4,3,2,1,2,2,1,1,3,3,3,2,NA,1,NA,5,1,4,1,4,10,"25",20,25,20,4,2,2,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"62d31c84-1d5b-42e3-926d-9ce9240c5d78","S3OK Wave 5 (Spring 2024)",1709262785,1709264481,41,0,NA,0,1,NA,73065,4,2,1,41,3,2,2,1,2,2,1,5,5,2,4,7,6,3,1,3,3,4,4,3,2,0,0,1,1,0,1,5,5,3,3,3,3,2,2,4,4,0,0,0,1,4,3,4,4,3,0,4,4,3,0,1,3,5,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"percent",0,4,3,3,NA,0,0,0,0,0,NA,3,58,NA,NA,NA,NA,"It seems like a waste of funds",4,1,6,9,0,4,3,4,4,3,3,3,3,2,1,2,2,2,1,3,4,3,2,NA,1,NA,4,1,2,1,3,20,"30",15,20,15,5,2,1,NA,10,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_1IBqzJU4JLoOkp5","S3OK Wave 5 (Spring 2024)",1709262797,1709264112,35,0,NA,0,6,NA,73114,10,1,1,35,2,3,4,4,5,5,5,5,6,3,7,4,2,1,5,4,3,5,4,4,4,0,0,1,0,0,1,4,4,4,4,4,4,4,4,5,4,0,0,0,1,4,4,5,4,3,0,4,3,3,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,5,52,2,NA,NA,NA,"I would want evidence and confirmation of improvement prior to the commitment. I think k I would be upset if I didn't see the improvement in accuracy.  ",5,1,7,6,1,3,2,3,3,3,4,3,2,2,3,3,3,2,1,3,3,3,1,NA,1,NA,4,0,2,1,3,10,"40",15,15,20,5,1,NA,5,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"754360","S3OK Wave 5 (Spring 2024)",1709263398,1712363629,38,1,NA,0,3,NA,74361,3,2,1,9,3,4,5,3,4,4,3,3,1,2,3,4,5,7,6,5,3,5,5,4,5,0,1,1,1,0,1,5,5,4,4,5,4,4,4,4,2,0,0,0,1,4,4,4,4,3,0,4,3,4,0,1,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,2,3,3,"I misunderstood the question. After reviewing the image I had misunderstood the dates as to what was beginning and end of the time frame.n",0,0,0,0,0,NA,4,68,1,7,NA,NA,NA,4,1,8,10,1,3,2,3,3,3,3,3,3,2,2,2,2,1,1,4,3,3,2,NA,1,NA,3,1,4,2,4,10,"30",20,30,10,2,1,2,4,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Grand"
"Nm-W118650","S3OK Wave 5 (Spring 2024)",1709264996,1709265756,53,0,NA,0,1,NA,73644,2,2,0,53,3,2,2,2,1,1,3,2,5,2,3,6,7,1,4,5,4,4,4,4,3,0,0,1,1,0,1,3,3,3,3,3,3,4,4,4,4,0,0,1,1,3,3,3,3,4,0,3,5,3,1,0,4,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,NA,"word",1,5,3,2,NA,1,1,0,0,0,NA,4,35,0,NA,10,"i am tired of paying for every little thing they come up with. they will tx you do death or at least until your whole paycheck is gone and leave you nothing to live on.",NA,3,0,9,1,0,3,2,2,4,1,3,1,4,2,1,2,2,2,1,2,4,3,2,NA,2,NA,7,1,4,3,3,5,"30",40,10,15,5,2,2,NA,7,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Southwest"
"Nm-W102301","S3OK Wave 5 (Spring 2024)",1709265580,1709266809,58,0,NA,0,1,NA,74015,24,2,0,32,2,2,2,2,4,3,3,2,2,1,3,5,7,4,6,4,4,5,3,3,3,0,1,1,1,0,1,4,3,5,3,4,3,3,3,4,4,0,0,0,1,3,4,4,4,4,0,4,5,3,0,1,5,5,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,3,4,NA,0,0,0,0,0,NA,4,100,2,NA,NA,NA,"I’m not sure I would want to pay the 100",4,1,4,8,1,4,3,3,3,3,3,2,3,1,1,1,1,2,1,3,3,3,2,NA,1,NA,7,1,2,1,2,10,"10",20,20,40,6,3,2,NA,NA,11,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_2RP5P4v7DKB3df4","S3OK Wave 5 (Spring 2024)",1709266779,1709267500,42,0,NA,0,1,NA,73013,2.5,2,2,42,2,3,4,4,3,4,3,3,5,1,2,4,3,6,7,4,4,5,4,3,4,0,1,1,0,0,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,1,3,3,3,0,1,3,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,3,3,"unsure",0,0,0,0,0,NA,3,80,NA,NA,NA,NA,"depends on where money comes from",4,1,7,7,2,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,3,3,3,NA,NA,3,4,1,4,1,4,20,"50",10,10,10,6,3,2,NA,NA,13,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_2Tt3gndlYFDVpIi","S3OK Wave 5 (Spring 2024)",1709268390,1709270593,42,1,NA,0,1,NA,74880,36,1,0,42,3,1,4,2,4,2,4,5,3,2,7,6,5,4,1,4,5,5,5,4,3,0,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,1,1,1,1,4,3,3,4,4,0,3,3,3,0,1,3,5,1,3,0,1,0,1,0,0,0,0,0,"Overnight trips...gardening..planning outdoor activities..preparing for cold snaps(wood hauling, splitting, preparing, hard freeze preperations around the house)",4,4,4,0,0,0,0,0,NA,"percent",1,5,4,4,NA,0,0,0,0,0,NA,5,74,0,NA,7,"When any government is involved(especially federal) anytime you vote for a tax increase it usually becomes a permanent tax even when it starts out as temporary. Complete misuse of funds.",NA,4,0,8,1,0,2,2,2,4,1,3,1,4,3,2,1,2,1,1,2,2,2,2,NA,1,NA,6,1,3,2,4,5,"25",51,4,15,2,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Eufaula"
"323416","S3OK Wave 5 (Spring 2024)",1709270045,1709271565,33,0,NA,0,2,NA,30303,10,4,2,6,1,2,2,4,4,4,2,4,4,1,3,6,5,2,7,4,3,3,5,4,4,0,0,1,1,0,1,3,3,3,3,3,3,5,2,3,3,0,1,0,0,3,3,3,3,4,0,3,3,3,1,0,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,5,4,4,NA,0,0,0,0,0,NA,4,52,1,10,NA,NA,NA,5,1,10,10,1,4,3,3,2,3,3,4,5,4,3,4,3,4,1,3,4,5,1,NA,2,NA,2,1,3,3,3,10,"25",20,25,20,7,2,3,NA,10,NA,NA,1,1,1,1,1,0,"Outside Little River Watershed","North Central","Central"
"R2PH23387","S3OK Wave 5 (Spring 2024)",1709271167,1709273034,70,1,NA,0,1,NA,73703,22,2,0,23,NA,4,2,2,2,3,5,5,1,4,6,7,5,3,2,3,2,4,2,1,3,0,0,1,1,0,1,4,3,4,3,3,4,5,2,4,3,1,0,1,1,5,4,5,4,5,0,5,3,2,1,1,4,2,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,NA,"word",1,3,4,2,NA,0,1,1,0,0,NA,4,6,0,NA,3,"More accurate mid-range forecasting would have very little impact on my life. However, if it would make a significant difference to enough other people in my community/region, I would vote FOR the increased funding and related taxation.",NA,3,1,8,4,2,4,2,3,5,5,3,5,3,3,2,2,1,3,1,3,4,3,2,NA,1,NA,5,1,5,1,5,20,"50",5,15,10,6,2,2,NA,10,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R3CAPH5551","S3OK Wave 5 (Spring 2024)",1709275611,1710372994,58,0,NA,0,1,NA,73801,31,1,0,33,3,1,1,1,2,4,4,4,3,4,7,6,5,2,1,5,4,5,3,4,4,0,0,1,0,0,1,5,3,5,3,4,5,4,3,2,2,0,1,0,1,4,3,4,4,5,0,4,5,4,1,1,4,3,1,3,1,0,0,1,1,1,0,0,0,"General knowledge of what is going to happen.",3,2,2,0,0,0,0,0,NA,"word",0,4,4,2,NA,0,0,0,0,1,"Generally, by the time the weather gets here it changes from what was forecasted.",5,52,1,9,NA,NA,NA,4,1,8,8,1,3,1,2,5,2,3,2,4,3,1,2,2,1,1,3,3,3,3,NA,NA,3,4,1,3,3,3,20,"45",10,15,10,6,1,1,4,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Panhandle"
"62eec7a8-87f0-94f6-efe4-4c12ea746535","S3OK Wave 5 (Spring 2024)",1709280679,1709283300,44,1,NA,0,3,NA,73075,2,1,1,44,1,3,4,3,4,4,3,4,3,1,5,7,4,2,6,5,3,4,3,3,4,0,0,1,1,0,1,4,4,4,4,5,4,2,3,4,3,0,0,0,1,4,3,5,2,2,0,3,3,2,0,0,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,4,3,NA,0,0,0,0,0,NA,4,100,2,NA,NA,NA,"I think tax money could be allocated from somewhere else and better utilized. Then they would not need to raise taxes simply utilize the current taxes better.",4,0,8,3,0,4,4,3,5,4,NA,3,3,3,1,2,1,2,0,2,3,2,2,NA,1,NA,6,0,3,1,2,10,"20",30,30,10,4,2,1,NA,6,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Washita"
"R_2YkOfVqO6CsHu7X","S3OK Wave 5 (Spring 2024)",1709293168,1709422832,59,0,NA,0,1,NA,74021,18,3,0,59,3,4,5,4,4,5,5,5,1,2,6,7,5,3,4,4,4,5,4,4,3,0,1,1,1,0,1,3,3,5,3,5,3,5,3,5,3,1,0,1,1,5,3,5,4,5,1,5,4,4,0,1,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,2,3,NA,0,0,0,0,0,NA,5,35,2,NA,NA,NA,"My dollars are already stretched to the max by daily living expenses.  Not sure if I consider it essential to daily living or not. ",4,1,8,8,2,5,3,3,4,5,4,5,4,2,NA,NA,NA,NA,1,2,2,2,2,NA,2,NA,7,1,4,1,3,20,"20",20,20,20,6,3,2,NA,NA,15,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_29owpYDW2tFRYVB","S3OK Wave 5 (Spring 2024)",1709300293,1709302504,62,1,NA,0,1,NA,74653,10,2,1,60,3,2,4,2,2,2,4,4,5,2,4,6,7,1,3,3,4,4,2,2,3,1,1,1,0,0,1,4,4,4,4,4,4,3,3,3,3,1,0,1,0,4,4,4,4,3,1,4,3,3,1,1,4,4,1,3,0,0,1,0,0,0,0,0,0,"Outdoor activities, agriculture ",3,4,4,0,0,0,0,0,NA,"percent",1,3,5,2,NA,0,1,0,0,0,NA,5,8,1,8,NA,NA,NA,5,1,10,9,1,4,3,3,4,4,3,4,3,2,2,3,1,1,1,2,4,2,3,NA,NA,1,3,1,2,1,4,10,"80",0,0,10,6,1,1,5,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R_1laGrryMjsbfMsm","S3OK Wave 5 (Spring 2024)",1709301777,1709302668,38,0,NA,0,3,NA,73028,3,1,2,38,3,2,2,3,2,3,4,5,5,3,7,6,2,4,1,3,2,3,3,3,3,0,1,1,0,0,1,3,3,3,3,3,3,3,2,4,1,1,0,1,0,4,3,4,3,4,0,3,4,3,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,4,4,4,NA,0,0,0,0,0,NA,5,47,0,NA,8,"I make travel plans without consulting the weather already. I don't want to pay for a guess of what the weather will be like.",NA,3,1,3,6,1,4,4,4,3,3,2,4,5,1,1,2,2,3,1,2,2,3,2,NA,1,NA,6,1,3,1,3,25,"25",10,20,20,6,2,1,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"Ph-W210714","S3OK Wave 5 (Spring 2024)",1709304040,1709304977,53,0,NA,0,1,NA,73942,7,2,0,11,2,5,4,3,2,4,2,5,2,3,7,6,4,5,1,3,3,4,2,3,4,0,1,1,0,0,1,4,4,4,4,4,4,5,4,5,5,1,1,1,1,4,4,4,4,5,1,5,5,3,1,0,5,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,5,4,2,NA,0,0,1,0,0,NA,5,2,1,10,NA,NA,NA,3,1,10,10,1,3,3,2,4,4,4,4,3,3,1,1,1,2,1,2,3,2,1,NA,2,NA,2,1,2,2,3,0,"60",0,0,40,8,4,2,NA,NA,NA,17,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Panhandle"
"Nm-W108891","S3OK Wave 5 (Spring 2024)",1709305491,1709307073,40,0,NA,0,1,NA,73089,3.5,2,0,40,2,4,5,5,5,5,4,5,3,4,7,2,5,6,1,3,4,5,3,4,4,0,1,1,1,1,1,4,4,4,4,4,4,2,4,2,3,1,0,0,1,5,2,4,4,5,0,4,4,3,1,1,4,4,1,4,0,1,1,0,1,0,0,0,1,"outdoor activities - Gardening, recreational activities/ATV, outdoor house work, travel.  General knowledge.",2,2,2,0,0,0,0,0,NA,"word",0,3,4,3,NA,0,0,0,0,0,NA,4,29,1,8,NA,NA,NA,4,1,8,9,1,2,3,3,3,4,4,3,4,2,1,2,3,3,1,1,3,2,3,NA,NA,3,3,1,4,3,4,10,"40",15,10,25,6,3,2,NA,NA,11,NA,1,1,1,1,2,2,"Outside Little River Watershed","Oklahoma City","Central"
"R_ukKyWptcDNEvOuJ","S3OK Wave 5 (Spring 2024)",1709306450,1709307377,35,0,NA,0,1,NA,73013,0,2,0,13,2,3,3,3,2,3,2,2,5,1,2,7,3,4,6,3,3,3,3,2,2,0,0,1,0,0,0,NA,3,3,3,3,3,3,1,3,2,0,0,0,1,3,3,3,3,2,0,3,3,2,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,3,4,3,NA,0,0,0,0,0,NA,4,51,2,NA,NA,NA,"depends on how well-developed the funding plan is so that the money is used efficiently for research",4,0,3,5,2,3,3,3,4,5,NA,5,4,3,1,2,1,2,1,3,3,3,2,NA,2,NA,6,1,2,1,2,10,"15",50,15,10,6,2,1,NA,9,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH13201","S3OK Wave 5 (Spring 2024)",1709307227,1709309208,62,0,NA,0,3,NA,73086,2,2,0,30,3,2,3,2,1,4,2,2,6,2,3,7,1,4,5,4,2,5,3,3,2,0,0,1,0,0,0,4,3,4,4,4,3,4,4,5,3,0,0,0,1,4,3,4,2,3,0,4,5,3,0,0,4,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,2,3,NA,0,0,0,0,0,NA,3,60,NA,NA,NA,NA,"I believe weather comes from God",3,0,1,1,0,5,5,5,5,4,5,3,5,3,1,1,1,1,0,3,3,3,3,NA,NA,3,4,1,2,1,3,10,"10",50,20,10,5,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Washita"
"R_pLrtJFYWz0OVuAp","S3OK Wave 5 (Spring 2024)",1709311003,1709311413,28,0,NA,0,1,NA,73072,28,2,0,28,2,2,2,2,2,1,2,2,1,3,7,2,5,4,6,3,3,3,2,2,2,0,0,NA,1,0,1,2,2,3,3,3,3,2,2,2,2,0,0,0,1,2,3,2,2,2,0,2,2,2,0,1,3,2,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,2,4,NA,0,0,0,0,0,NA,4,1,1,6,NA,NA,NA,4,0,1,3,1,3,3,4,3,3,3,2,4,3,1,1,1,1,1,3,3,2,2,NA,1,NA,4,1,3,1,2,20,"20",30,20,10,6,1,2,3,NA,NA,NA,1,1,1,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R2NM18455","S3OK Wave 5 (Spring 2024)",1709311525,1709313235,81,1,NA,0,1,NA,73099,26,2,0,51,2,3,2,2,4,3,5,5,1,2,6,7,5,4,3,3,3,5,2,2,2,0,0,1,0,0,1,2,2,3,3,3,3,4,2,4,2,1,0,1,1,4,3,4,2,3,0,4,4,4,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,3,4,2,NA,0,1,0,0,0,NA,3,97,NA,NA,NA,NA,"






























































weather is very unpredictable.",3,1,8,10,1,3,3,3,3,4,3,4,3,2,1,2,1,1,1,2,3,2,1,NA,2,NA,4,0,3,1,5,0,"80",10,5,5,5,2,2,NA,8,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_3Kw72jf400NoBPK","S3OK Wave 5 (Spring 2024)",1709311782,1712080968,40,0,NA,0,1,NA,74070,27,3,0,27,2,2,2,2,3,2,4,4,5,4,3,7,6,2,1,4,4,5,3,4,3,0,0,1,1,0,1,4,3,4,3,4,2,4,2,5,3,0,0,0,1,4,2,4,3,3,0,4,4,3,0,1,4,4,1,4,0,1,0,1,0,0,1,0,1,"I use medium-range weather forecasts for travel (so I can pack clothes and accessories appropriate for the temperature.",3,5,4,0,0,0,0,0,NA,"percent",1,4,3,4,NA,0,0,0,0,0,NA,5,64,1,6,NA,NA,NA,5,1,9,10,1,3,2,5,2,2,3,3,3,3,3,3,4,2,1,3,4,3,1,NA,2,NA,2,0,4,1,4,15,"30",15,20,20,6,3,2,NA,NA,11,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_2QoKm1JSKKeznRh","S3OK Wave 5 (Spring 2024)",1709312375,1709870934,27,0,NA,0,1,NA,74003,10,1,1,26,2,4,5,5,2,1,5,4,7,1,2,4,3,5,6,4,2,4,4,3,3,0,1,1,1,0,1,4,3,3,3,4,2,3,4,4,3,0,1,0,1,2,4,3,2,3,0,4,4,2,0,1,4,4,1,3,0,0,1,0,0,0,0,0,0,"Getting an idea of how to prepare myself mentally and physically",3,4,4,0,0,0,0,0,NA,"word",0,3,3,4,NA,0,0,0,0,0,NA,4,69,1,10,NA,NA,NA,5,0,0,5,2,5,3,2,4,3,NA,1,3,3,1,4,3,3,1,1,2,3,3,NA,NA,3,4,0,1,1,1,5,"85",2,5,3,2,1,1,1,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"Ph-W212769","S3OK Wave 5 (Spring 2024)",1709312426,1709313470,71,1,NA,0,1,NA,74074,16,2,0,61,2,2,2,2,2,2,1,1,1,4,6,5,7,2,3,3,3,4,3,2,2,0,0,1,1,0,0,3,3,4,3,3,4,4,3,4,4,1,0,1,1,3,4,4,4,4,0,3,4,2,0,1,3,2,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",1,4,4,2,NA,0,1,0,0,0,NA,4,6,1,10,NA,NA,NA,4,0,4,6,1,5,3,3,5,5,4,5,3,3,1,1,1,1,1,2,3,3,2,NA,1,NA,4,1,3,1,4,15,"25",20,25,15,6,4,2,NA,NA,NA,21,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R3OKPH60911","S3OK Wave 5 (Spring 2024)",1709313315,1709319485,62,0,NA,0,2,NA,73121,23,2,NA,59,2,4,5,3,2,4,5,5,4,2,7,6,5,1,3,5,4,5,4,4,4,0,1,1,1,0,1,2,3,3,3,3,3,4,2,5,4,0,0,1,1,3,3,5,4,5,0,3,5,3,0,1,4,3,1,3,0,0,1,0,0,0,0,0,0,"Travel and planting.",3,4,4,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,5,34,0,NA,9,"Current income constraints.",NA,4,1,9,10,1,4,3,2,3,3,5,3,4,1,1,1,1,2,1,2,2,2,1,NA,2,NA,2,1,4,2,4,15,"45",20,10,10,7,3,2,NA,NA,14,NA,1,1,1,1,1,0,"Outside Little River Watershed","Oklahoma City","Central"
"Ph-W106822","S3OK Wave 5 (Spring 2024)",1709313718,1709319261,71,0,NA,0,1,NA,73507,13,2,0,65,1,4,4,4,4,2,2,4,1,2,3,7,5,6,4,4,4,4,4,4,3,0,0,1,0,1,1,4,5,5,5,5,4,5,3,5,4,1,0,0,1,5,4,5,5,5,0,5,5,3,1,0,4,4,1,3,0,0,0,1,0,0,0,0,1,"Travel",3,4,4,0,0,0,0,0,NA,"percent",2,3,3,4,NA,0,0,0,0,0,NA,5,51,2,NA,NA,NA,"Cost",5,1,7,7,1,5,4,3,5,4,5,3,4,3,1,2,1,1,1,1,3,3,2,NA,2,NA,7,1,3,2,4,5,"20",20,50,5,6,3,2,NA,NA,11,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_294dL4xF93y0ILo","S3OK Wave 5 (Spring 2024)",1709313826,1709314959,60,0,NA,0,1,NA,74105,2,4,1,60,1,2,2,2,1,2,2,5,5,4,3,7,6,2,1,4,3,4,3,4,3,0,0,1,0,0,0,4,3,4,3,4,3,3,3,3,3,0,0,0,0,3,4,4,3,2,0,3,3,2,1,1,4,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"percent",0,2,4,2,"It seems pretty clear, I just dont trust my own interpretation",0,0,1,0,0,NA,4,74,2,NA,NA,NA,"Not sure it is necessary if the cost is there",2,1,6,6,2,3,3,2,3,2,NA,2,3,2,1,1,1,1,1,2,2,2,1,NA,1,NA,3,0,2,1,3,0,"60",40,0,0,5,1,2,4,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Middle Arkansas"
"R2NM20055","S3OK Wave 5 (Spring 2024)",1709314425,1709315502,75,1,NA,0,1,NA,73036,1,2,0,75,2,2,2,2,5,2,3,3,2,7,6,1,4,5,3,2,3,4,2,4,2,0,0,1,0,0,0,2,3,3,3,3,2,4,2,4,2,0,0,0,1,4,2,3,3,3,0,3,4,3,0,1,4,3,1,3,0,1,0,0,0,0,0,0,0,"None",3,3,3,0,0,0,0,0,NA,"percent",2,4,4,3,NA,0,0,0,0,0,NA,3,75,NA,NA,NA,NA,"I don’t use it.",3,0,8,2,2,3,3,3,2,5,4,4,3,2,3,4,2,2,1,1,1,2,2,NA,2,NA,7,1,5,3,3,0,"10",0,85,5,6,2,2,NA,6,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
